txt,confidence,vertices,boundBox,slopes,font,word_len,direction,center_point,crop_idx,Left,Top
THE,100,"[(2230, 844), (2229, 875), (2200, 874), (2201, 843)]","{'Width': 30, 'Height': 32, 'Left': 2200, 'Top': 843}","(31.0, -0.034, 31.0, -0.034)",29.017236257093817,31.016124838541646,vertical,"(2215.0, 859.0)","(0, 0)",2200,843
CAMP,100,"[(2233, 768), (2232, 812), (2202, 811), (2203, 767)]","{'Width': 31, 'Height': 45, 'Left': 2202, 'Top': 767}","(44.0, -0.033, 44.0, -0.033)",30.01666203960727,44.01136216933077,vertical,"(2217.5, 789.5)","(0, 0)",2202,767
VAN,100,"[(2234, 732), (2233, 763), (2203, 762), (2204, 731)]","{'Width': 31, 'Height': 32, 'Left': 2203, 'Top': 731}","(31.0, -0.033, 31.0, -0.033)",30.01666203960727,31.016124838541646,vertical,"(2218.5, 747.0)","(0, 0)",2203,731
RICHARD,100,"[(2236, 658), (2234, 728), (2204, 727), (2206, 657)]","{'Width': 32, 'Height': 71, 'Left': 2204, 'Top': 657}","(35.0, -0.033, 35.0, -0.033)",30.01666203960727,70.02856560004639,vertical,"(2220.0, 692.5)","(0, 0)",2204,657
GATHER,100,"[(2241, 477), (2236, 648), (2206, 647), (2211, 476)]","{'Width': 35, 'Height': 172, 'Left': 2206, 'Top': 476}","(34.2, -0.033, 34.2, -0.033)",30.01666203960727,171.0730837975396,vertical,"(2223.5, 562.0)","(0, 0)",2206,476
808.607,100,"[(2256, 1185), (2339, 1186), (2339, 1199), (2256, 1198)]","{'Width': 83, 'Height': 14, 'Left': 2256, 'Top': 1185}","(-0.012, 1000.0, -0.012, 1000.0)",13.0,83.00602387778854,horizontal,"(2297.5, 1192.0)","(0, 0)",2256,1185
PASCHA,100,"[(2258, 1162), (2362, 1163), (2362, 1186), (2258, 1185)]","{'Width': 104, 'Height': 24, 'Left': 2258, 'Top': 1162}","(-0.01, 1000.0, -0.01, 1000.0)",23.0,104.00480758118829,horizontal,"(2310.0, 1174.0)","(0, 0)",2258,1162
NEIL,100,"[(2288, 1140), (2336, 1147), (2334, 1165), (2285, 1158)]","{'Width': 51, 'Height': 25, 'Left': 2285, 'Top': 1140}","(-0.146, 9.0, -0.143, 6.0)",18.17952893358475,49.00260301279897,horizontal,"(2310.75, 1152.5)","(0, 0)",2285,1140
AWESOME,100,"[(2357, 549), (2352, 801), (2290, 800), (2295, 548)]","{'Width': 67, 'Height': 253, 'Left': 2290, 'Top': 548}","(50.4, -0.016, 50.4, -0.016)",62.00806399170998,252.04959829366916,vertical,"(2323.5, 674.5)","(0, 0)",2290,548
BOOK,100,"[(2292, 473), (2366, 474), (2366, 491), (2292, 490)]","{'Width': 74, 'Height': 18, 'Left': 2292, 'Top': 473}","(-0.014, 1000.0, -0.014, 1000.0)",17.0,74.00675644831355,horizontal,"(2329.0, 482.0)","(0, 0)",2292,473
THE,100,"[(2304, 444), (2358, 444), (2358, 461), (2304, 461)]","{'Width': 54, 'Height': 17, 'Left': 2304, 'Top': 444}","(-0.0, 1000.0, 0.0, 1000.0)",17.0,54.0,horizontal,"(2331.0, 452.5)","(0, 0)",2304,444
RAN,100,"[(2395, 1236), (2432, 1237), (2432, 1249), (2395, 1248)]","{'Width': 37, 'Height': 13, 'Left': 2395, 'Top': 1236}","(-0.027, 1000.0, -0.027, 1000.0)",12.0,37.013511046643494,horizontal,"(2413.5, 1242.5)","(0, 0)",2395,1236
808.7,100,"[(2396, 1212), (2458, 1213), (2458, 1226), (2396, 1225)]","{'Width': 62, 'Height': 14, 'Left': 2396, 'Top': 1212}","(-0.016, 1000.0, -0.016, 1000.0)",13.0,62.00806399170998,horizontal,"(2427.0, 1219.0)","(0, 0)",2396,1212
Purpose,100,"[(2469, 498), (2461, 654), (2426, 652), (2434, 496)]","{'Width': 43, 'Height': 158, 'Left': 2426, 'Top': 496}","(19.5, -0.057, 19.5, -0.057)",35.05709628591621,156.20499351813308,vertical,"(2447.5, 575.0)","(0, 0)",2426,496
RANDAZZO,100,"[(2427, 424), (2523, 425), (2523, 440), (2427, 439)]","{'Width': 96, 'Height': 16, 'Left': 2427, 'Top': 424}","(-0.01, 1000.0, -0.01, 1000.0)",15.0,96.00520819205592,horizontal,"(2475.0, 432.0)","(0, 0)",2427,424
COMEDY,100,"[(2443, 845), (2440, 915), (2427, 914), (2430, 845)]","{'Width': 16, 'Height': 70, 'Left': 2427, 'Top': 845}","(23.333, -0.077, 23.0, -0.0)",13.019202405202648,69.56472141087073,vertical,"(2435.0, 879.75)","(0, 0)",2427,845
IN,100,"[(2444, 822), (2443, 837), (2430, 837), (2431, 822)]","{'Width': 14, 'Height': 15, 'Left': 2430, 'Top': 822}","(15.0, 0.0, 15.0, -0.0)",13.0,15.033296378372908,vertical,"(2437.0, 829.5)","(0, 0)",2430,822
CAREER,100,"[(2447, 749), (2445, 814), (2431, 813), (2433, 748)]","{'Width': 16, 'Height': 66, 'Left': 2431, 'Top': 748}","(32.5, -0.071, 32.5, -0.071)",14.035668847618199,65.03076195155643,vertical,"(2439.0, 781.0)","(0, 0)",2431,748
BOOKS,100,"[(2451, 1146), (2449, 1204), (2440, 1204), (2442, 1146)]","{'Width': 11, 'Height': 58, 'Left': 2440, 'Top': 1146}","(29.0, 0.0, 29.0, -0.0)",9.0,58.034472514187634,vertical,"(2445.5, 1175.0)","(0, 0)",2440,1146
CHRONICLE,100,"[(2456, 1028), (2452, 1133), (2443, 1133), (2447, 1028)]","{'Width': 13, 'Height': 105, 'Left': 2443, 'Top': 1028}","(26.25, 0.0, 26.25, -0.0)",9.0,105.07616285342742,vertical,"(2449.5, 1080.5)","(0, 0)",2443,1028
UNPREDICTABLE,100,"[(2464, 807), (2459, 942), (2445, 941), (2450, 807)]","{'Width': 19, 'Height': 135, 'Left': 2445, 'Top': 807}","(27.0, -0.071, 26.8, -0.0)",14.017834423809099,134.59290599811692,vertical,"(2454.5, 874.25)","(0, 0)",2445,807
AN,100,"[(2465, 777), (2464, 800), (2450, 799), (2451, 777)]","{'Width': 15, 'Height': 23, 'Left': 2450, 'Top': 777}","(23.0, -0.071, 22.0, -0.0)",14.017834423809099,22.522222205993955,vertical,"(2457.5, 788.25)","(0, 0)",2450,777
TO,100,"[(2465, 749), (2464, 772), (2451, 772), (2452, 749)]","{'Width': 14, 'Height': 23, 'Left': 2451, 'Top': 749}","(23.0, 0.0, 23.0, -0.0)",13.0,23.021728866442675,vertical,"(2458.0, 760.5)","(0, 0)",2451,749
GUIDE,100,"[(2479, 883), (2477, 933), (2464, 932), (2466, 883)]","{'Width': 15, 'Height': 50, 'Left': 2464, 'Top': 883}","(25.0, -0.077, 24.5, -0.0)",13.019202405202648,49.54039167687206,vertical,"(2471.5, 907.75)","(0, 0)",2464,883
DEFINITIVE,100,"[(2482, 788), (2479, 876), (2467, 876), (2470, 788)]","{'Width': 15, 'Height': 88, 'Left': 2467, 'Top': 788}","(29.333, 0.0, 29.333, -0.0)",12.0,88.05112151472007,vertical,"(2474.5, 832.0)","(0, 0)",2467,788
On,100,"[(2503, 620), (2501, 674), (2469, 673), (2471, 619)]","{'Width': 34, 'Height': 55, 'Left': 2469, 'Top': 619}","(27.0, -0.031, 27.0, -0.031)",32.01562118716424,54.037024344425184,vertical,"(2486.0, 646.5)","(0, 0)",2469,619
Funny,100,"[(2507, 498), (2503, 612), (2470, 611), (2474, 497)]","{'Width': 37, 'Height': 115, 'Left': 2470, 'Top': 497}","(28.5, -0.03, 28.5, -0.03)",33.015148038438355,114.0701538527936,vertical,"(2488.5, 554.5)","(0, 0)",2470,497
THE,100,"[(2484, 750), (2483, 781), (2470, 781), (2471, 750)]","{'Width': 14, 'Height': 31, 'Left': 2470, 'Top': 750}","(31.0, 0.0, 31.0, -0.0)",13.0,31.016124838541646,vertical,"(2477.0, 765.5)","(0, 0)",2470,750
SAU,100,"[(2515, 1226), (2550, 1226), (2550, 1237), (2515, 1237)]","{'Width': 35, 'Height': 11, 'Left': 2515, 'Top': 1226}","(-0.0, 1000.0, 0.0, 1000.0)",11.0,35.0,horizontal,"(2532.5, 1231.5)","(0, 0)",2515,1226
808.80808,100,"[(2516, 1198), (2623, 1199), (2623, 1215), (2516, 1214)]","{'Width': 107, 'Height': 17, 'Left': 2516, 'Top': 1198}","(-0.009, 1000.0, -0.009, 1000.0)",16.0,107.00467279516349,horizontal,"(2569.5, 1206.5)","(0, 0)",2516,1198
Europe,100,"[(2560, 1071), (2557, 1145), (2535, 1144), (2538, 1070)]","{'Width': 25, 'Height': 75, 'Left': 2535, 'Top': 1070}","(24.667, -0.045, 24.667, -0.045)",22.02271554554524,74.06078584514209,vertical,"(2547.5, 1107.5)","(0, 0)",2535,1070
Walk,100,"[(2562, 1010), (2560, 1067), (2539, 1066), (2541, 1009)]","{'Width': 23, 'Height': 58, 'Left': 2539, 'Top': 1009}","(28.5, -0.048, 28.5, -0.048)",21.02379604162864,57.0350769263968,vertical,"(2550.5, 1038.0)","(0, 0)",2539,1009
Writers,100,"[(2565, 929), (2562, 1007), (2541, 1006), (2544, 928)]","{'Width': 24, 'Height': 79, 'Left': 2541, 'Top': 928}","(26.0, -0.048, 26.0, -0.048)",21.02379604162864,78.05767098754612,vertical,"(2553.0, 967.5)","(0, 0)",2541,928
SAUNTERING,100,"[(2573, 763), (2566, 918), (2544, 917), (2551, 762)]","{'Width': 29, 'Height': 156, 'Left': 2544, 'Top': 762}","(22.143, -0.045, 22.143, -0.045)",22.02271554554524,155.15798400340216,vertical,"(2558.5, 840.0)","(0, 0)",2544,762
:,100,"[(2566, 918), (2566, 924), (2545, 923), (2545, 917)]","{'Width': 21, 'Height': 7, 'Left': 2545, 'Top': 917}","(1000.0, -0.048, 1000.0, -0.048)",21.02379604162864,6.0,vertical,"(2555.5, 920.5)","(0, 0)",2545,917
Minshull,100,"[(2577, 648), (2573, 740), (2552, 739), (2556, 647)]","{'Width': 25, 'Height': 93, 'Left': 2552, 'Top': 647}","(23.0, -0.048, 23.0, -0.048)",21.02379604162864,92.0869154657707,vertical,"(2564.5, 693.5)","(0, 0)",2552,647
Duncan,100,"[(2581, 563), (2578, 643), (2556, 642), (2559, 562)]","{'Width': 25, 'Height': 81, 'Left': 2556, 'Top': 562}","(26.667, -0.045, 26.667, -0.045)",22.02271554554524,80.05623023850174,vertical,"(2568.5, 602.5)","(0, 0)",2556,562
PEN,100,"[(2587, 1222), (2622, 1222), (2622, 1234), (2587, 1234)]","{'Width': 35, 'Height': 12, 'Left': 2587, 'Top': 1222}","(-0.0, 1000.0, 0.0, 1000.0)",12.0,35.0,horizontal,"(2604.5, 1228.0)","(0, 0)",2587,1222
PENG,100,"[(2621, 1140), (2618, 1183), (2608, 1182), (2611, 1139)]","{'Width': 13, 'Height': 44, 'Left': 2608, 'Top': 1139}","(14.333, -0.1, 14.333, -0.1)",10.04987562112089,43.104524124504614,vertical,"(2614.5, 1161.0)","(0, 0)",2608,1139
Literature,100,"[(2644, 725), (2640, 809), (2616, 808), (2620, 724)]","{'Width': 28, 'Height': 85, 'Left': 2616, 'Top': 724}","(21.0, -0.042, 21.0, -0.042)",24.020824298928627,84.09518416651456,vertical,"(2630.0, 766.5)","(0, 0)",2616,724
Migration,100,"[(2648, 637), (2644, 721), (2620, 720), (2624, 636)]","{'Width': 28, 'Height': 85, 'Left': 2620, 'Top': 636}","(21.0, -0.042, 21.0, -0.042)",24.020824298928627,84.09518416651456,vertical,"(2634.0, 678.5)","(0, 0)",2620,636
of,100,"[(2649, 615), (2648, 637), (2624, 636), (2625, 614)]","{'Width': 25, 'Height': 23, 'Left': 2624, 'Top': 614}","(22.0, -0.042, 22.0, -0.042)",24.020824298928627,22.02271554554524,vertical,"(2636.5, 625.5)","(0, 0)",2624,614
Book,100,"[(2651, 569), (2649, 613), (2625, 612), (2627, 568)]","{'Width': 26, 'Height': 45, 'Left': 2625, 'Top': 568}","(22.0, -0.042, 22.0, -0.042)",24.020824298928627,44.04543109109048,vertical,"(2638.0, 590.5)","(0, 0)",2625,568
Penguin,100,"[(2654, 498), (2651, 563), (2627, 562), (2630, 497)]","{'Width': 27, 'Height': 66, 'Left': 2627, 'Top': 497}","(21.667, -0.042, 21.667, -0.042)",24.020824298928627,65.06919393998976,vertical,"(2640.5, 530.0)","(0, 0)",2627,497
.,100,"[(2627, 1199), (2632, 1199), (2632, 1214), (2627, 1214)]","{'Width': 5, 'Height': 15, 'Left': 2627, 'Top': 1199}","(-0.0, 1000.0, 0.0, 1000.0)",15.0,5.0,horizontal,"(2629.5, 1206.5)","(0, 0)",2627,1199
The,100,"[(2656, 461), (2655, 493), (2632, 492), (2633, 460)]","{'Width': 24, 'Height': 33, 'Left': 2632, 'Top': 460}","(32.0, -0.043, 32.0, -0.043)",23.021728866442675,32.01562118716424,vertical,"(2644.0, 476.5)","(0, 0)",2632,460
808.803,100,"[(2666, 1202), (2747, 1209), (2745, 1225), (2665, 1218)]","{'Width': 82, 'Height': 23, 'Left': 2665, 'Top': 1202}","(-0.086, 8.0, -0.087, 16.0)",16.07786751923925,80.8037862741834,horizontal,"(2705.75, 1213.5)","(0, 0)",2665,1202
ROH,100,"[(2702, 1240), (2665, 1239), (2665, 1229), (2702, 1230)]","{'Width': 37, 'Height': 11, 'Left': 2665, 'Top': 1229}","(-0.027, 1000.0, -0.027, 1000.0)",10.0,37.013511046643494,horizontal,"(2683.5, 1234.5)","(0, 0)",2665,1229
Freeman,100,"[(2724, 1040), (2718, 1169), (2685, 1167), (2691, 1038)]","{'Width': 39, 'Height': 131, 'Left': 2685, 'Top': 1038}","(21.5, -0.061, 21.5, -0.061)",33.06055050963308,129.1394595001853,vertical,"(2704.5, 1103.5)","(0, 0)",2685,1038
",",100,"[(2718, 1169), (2717, 1181), (2685, 1179), (2686, 1167)]","{'Width': 33, 'Height': 14, 'Left': 2685, 'Top': 1167}","(12.0, -0.062, 12.0, -0.062)",32.0624390837628,12.041594578792296,vertical,"(2701.5, 1174.0)","(0, 0)",2685,1167
John,100,"[(2728, 961), (2725, 1031), (2692, 1029), (2695, 959)]","{'Width': 36, 'Height': 72, 'Left': 2692, 'Top': 959}","(23.333, -0.061, 23.333, -0.061)",33.06055050963308,70.06425622241343,vertical,"(2710.0, 995.0)","(0, 0)",2692,959
Home,100,"[(2754, 684), (2747, 814), (2704, 811), (2711, 682)]","{'Width': 50, 'Height': 132, 'Left': 2704, 'Top': 682}","(18.571, -0.07, 18.429, -0.047)",43.07550531228319,129.68905400357778,vertical,"(2729.0, 747.75)","(0, 0)",2704,682
:,100,"[(2756, 652), (2755, 668), (2712, 666), (2713, 650)]","{'Width': 44, 'Height': 18, 'Left': 2712, 'Top': 650}","(16.0, -0.047, 16.0, -0.047)",43.04648650006177,16.0312195418814,vertical,"(2734.0, 659.0)","(0, 0)",2712,650
Freeman's,100,"[(2771, 394), (2757, 645), (2713, 642), (2727, 391)]","{'Width': 58, 'Height': 254, 'Left': 2713, 'Top': 391}","(17.929, -0.068, 17.929, -0.068)",44.10215414239989,251.3901350490906,vertical,"(2742.0, 518.0)","(0, 0)",2713,391
SHAMBHAL,100,"[(2774, 1270), (2832, 1272), (2832, 1281), (2774, 1279)]","{'Width': 58, 'Height': 11, 'Left': 2774, 'Top': 1270}","(-0.034, 1000.0, -0.034, 1000.0)",9.0,58.034472514187634,horizontal,"(2803.0, 1275.5)","(0, 0)",2774,1270
ERO,100,"[(2793, 1188), (2831, 1190), (2830, 1206), (2792, 1204)]","{'Width': 39, 'Height': 18, 'Left': 2792, 'Top': 1188}","(-0.053, 16.0, -0.053, 16.0)",16.0312195418814,38.05259518088089,horizontal,"(2811.5, 1197.0)","(0, 0)",2792,1188
808.81,100,"[(2794, 1167), (2842, 1169), (2841, 1185), (2793, 1183)]","{'Width': 49, 'Height': 18, 'Left': 2793, 'Top': 1167}","(-0.042, 16.0, -0.042, 16.0)",16.0312195418814,48.041648597857254,horizontal,"(2817.5, 1176.0)","(0, 0)",2793,1167
SPIRIT,100,"[(2830, 1039), (2826, 1141), (2807, 1140), (2811, 1038)]","{'Width': 23, 'Height': 103, 'Left': 2807, 'Top': 1038}","(25.5, -0.053, 25.5, -0.053)",19.026297590440446,102.07840124139877,vertical,"(2818.5, 1089.5)","(0, 0)",2807,1038
EROTIC,100,"[(2836, 901), (2831, 1023), (2812, 1022), (2817, 900)]","{'Width': 24, 'Height': 123, 'Left': 2812, 'Top': 900}","(24.4, -0.053, 24.4, -0.053)",19.026297590440446,122.10241602851272,vertical,"(2824.0, 961.5)","(0, 0)",2812,900
THE,100,"[(2840, 821), (2837, 883), (2817, 882), (2820, 820)]","{'Width': 23, 'Height': 63, 'Left': 2817, 'Top': 820}","(20.667, -0.05, 20.667, -0.05)",20.024984394500787,62.07253821135398,vertical,"(2828.5, 851.5)","(0, 0)",2817,820
HAMILL,100,"[(2852, 552), (2848, 635), (2830, 634), (2834, 551)]","{'Width': 22, 'Height': 84, 'Left': 2830, 'Top': 551}","(20.75, -0.056, 20.75, -0.056)",18.027756377319946,83.09632964216891,vertical,"(2841.0, 593.0)","(0, 0)",2830,551
HAF,100,"[(2853, 1215), (2891, 1217), (2890, 1230), (2852, 1228)]","{'Width': 39, 'Height': 15, 'Left': 2852, 'Top': 1215}","(-0.053, 13.0, -0.053, 13.0)",13.038404810405298,38.05259518088089,horizontal,"(2871.5, 1222.5)","(0, 0)",2852,1215
808.8,100,"[(2854, 1192), (2912, 1196), (2911, 1211), (2853, 1208)]","{'Width': 59, 'Height': 19, 'Left': 2853, 'Top': 1192}","(-0.069, 15.0, -0.052, 16.0)",15.532257960127154,58.10765089896047,horizontal,"(2882.5, 1201.75)","(0, 0)",2853,1192
Bly,100,"[(2901, 1080), (2898, 1127), (2867, 1125), (2870, 1078)]","{'Width': 34, 'Height': 49, 'Left': 2867, 'Top': 1078}","(15.667, -0.065, 15.667, -0.065)",31.064449134018133,47.095647357266465,vertical,"(2884.0, 1102.5)","(0, 0)",2867,1078
&,100,"[(2904, 1031), (2902, 1060), (2871, 1058), (2873, 1029)]","{'Width': 33, 'Height': 31, 'Left': 2871, 'Top': 1029}","(14.5, -0.065, 14.5, -0.065)",31.064449134018133,29.068883707497267,vertical,"(2887.5, 1044.5)","(0, 0)",2871,1029
Barks,100,"[(2911, 934), (2906, 1014), (2874, 1012), (2879, 932)]","{'Width': 37, 'Height': 82, 'Left': 2874, 'Top': 932}","(16.0, -0.062, 16.0, -0.062)",32.0624390837628,80.15609770940699,vertical,"(2892.5, 973.0)","(0, 0)",2874,932
Green,100,"[(2918, 817), (2912, 907), (2881, 905), (2887, 815)]","{'Width': 37, 'Height': 92, 'Left': 2881, 'Top': 815}","(15.0, -0.065, 15.0, -0.065)",31.064449134018133,90.19977827023745,vertical,"(2899.5, 861.0)","(0, 0)",2881,815
",",100,"[(2912, 910), (2912, 917), (2881, 915), (2881, 908)]","{'Width': 31, 'Height': 9, 'Left': 2881, 'Top': 908}","(1000.0, -0.065, 1000.0, -0.065)",31.064449134018133,7.0,vertical,"(2896.5, 912.5)","(0, 0)",2881,908
HAFIZ,100,"[(2933, 596), (2924, 730), (2892, 728), (2901, 594)]","{'Width': 41, 'Height': 136, 'Left': 2892, 'Top': 594}","(14.889, -0.062, 14.889, -0.062)",32.0624390837628,134.30189872075525,vertical,"(2912.5, 662.0)","(0, 0)",2892,594
ILLUMINATED,100,"[(2953, 287), (2934, 575), (2902, 573), (2921, 285)]","{'Width': 51, 'Height': 290, 'Left': 2902, 'Top': 285}","(15.158, -0.062, 15.158, -0.062)",32.0624390837628,288.62605564986677,vertical,"(2927.5, 430.0)","(0, 0)",2902,285
THE,100,"[(2960, 185), (2955, 266), (2923, 264), (2928, 183)]","{'Width': 37, 'Height': 83, 'Left': 2923, 'Top': 183}","(16.2, -0.062, 16.2, -0.062)",32.0624390837628,81.15417426109393,vertical,"(2941.5, 224.5)","(0, 0)",2923,183
ARM,100,"[(2942, 1224), (2980, 1228), (2979, 1239), (2941, 1235)]","{'Width': 39, 'Height': 15, 'Left': 2941, 'Top': 1224}","(-0.105, 11.0, -0.105, 11.0)",11.045361017187261,38.2099463490856,horizontal,"(2960.5, 1231.5)","(0, 0)",2941,1224
808.81,100,"[(2947, 1198), (3011, 1204), (3009, 1217), (2946, 1211)]","{'Width': 65, 'Height': 19, 'Left': 2946, 'Top': 1198}","(-0.094, 6.5, -0.095, 13.0)",13.095675624185603,63.78285202456988,horizontal,"(2978.25, 1207.5)","(0, 0)",2946,1198
ARMISTICE,100,"[(3023, 787), (3012, 943), (2987, 941), (2998, 785)]","{'Width': 36, 'Height': 158, 'Left': 2987, 'Top': 785}","(14.182, -0.08, 14.182, -0.08)",25.079872407968907,156.3873396410336,vertical,"(3005.0, 864.0)","(0, 0)",2987,785
DUFFY,100,"[(3039, 568), (3032, 668), (3006, 666), (3013, 566)]","{'Width': 33, 'Height': 102, 'Left': 3006, 'Top': 566}","(14.286, -0.077, 14.286, -0.077)",26.076809620810597,100.24470060806208,vertical,"(3022.5, 617.0)","(0, 0)",3006,566
-,100,"[(3020, 708), (3019, 729), (3010, 729), (3011, 708)]","{'Width': 10, 'Height': 21, 'Left': 3010, 'Top': 708}","(21.0, 0.0, 21.0, -0.0)",9.0,21.02379604162864,vertical,"(3015.0, 718.5)","(0, 0)",3010,708
ANN,100,"[(3045, 488), (3040, 552), (3015, 550), (3019, 486)]","{'Width': 30, 'Height': 66, 'Left': 3015, 'Top': 486}","(12.8, -0.08, 16.0, -0.077)",25.57834101438975,64.15994677517087,vertical,"(3029.75, 519.0)","(0, 0)",3015,486
CAROL,100,"[(3053, 376), (3046, 476), (3020, 474), (3027, 374)]","{'Width': 33, 'Height': 102, 'Left': 3020, 'Top': 374}","(14.286, -0.077, 14.286, -0.077)",26.076809620810597,100.24470060806208,vertical,"(3036.5, 425.0)","(0, 0)",3020,374
POE,100,"[(3036, 1244), (3072, 1247), (3071, 1259), (3035, 1256)]","{'Width': 37, 'Height': 15, 'Left': 3035, 'Top': 1244}","(-0.083, 12.0, -0.083, 12.0)",12.041594578792296,36.124783736376884,horizontal,"(3053.5, 1251.5)","(0, 0)",3035,1244
808.81,100,"[(3039, 1221), (3112, 1226), (3111, 1240), (3038, 1235)]","{'Width': 74, 'Height': 19, 'Left': 3038, 'Top': 1221}","(-0.068, 14.0, -0.068, 14.0)",14.035668847618199,73.17103251970687,horizontal,"(3075.0, 1230.5)","(0, 0)",3038,1221
#POETRY,100,"[(3182, 550), (3152, 964), (3058, 957), (3088, 543)]","{'Width': 124, 'Height': 421, 'Left': 3058, 'Top': 543}","(13.8, -0.074, 13.8, -0.074)",94.26027795418386,415.08553335427143,vertical,"(3120.0, 753.5)","(0, 0)",3058,543
