txt,confidence,vertices,boundBox,slopes,font,word_len,direction,center_point,crop_idx,Left,Top,Label
#POETRY,100,"[(3182, 550), (3152, 964), (3058, 957), (3088, 543)]","{'Width': 124, 'Height': 421, 'Left': 3058, 'Top': 543}","(13.8, -0.074, 13.8, -0.074)",94.26027795,415.0855334,vertical,"(3120.0, 753.5)","(0, 0)",3058,543,1
SIMPLY,100,"[(3064, 1197), (3114, 1200), (3113, 1215), (3063, 1212)]","{'Width': 51, 'Height': 18, 'Left': 3063, 'Top': 1197}","(-0.06, 15.0, -0.06, 15.0)",15.03329638,50.08991915,horizontal,"(3088.5, 1206.0)","(0, 0)",3063,1197,1
IDEAS,100,"[(3065, 1179), (3115, 1181), (3114, 1197), (3064, 1195)]","{'Width': 51, 'Height': 18, 'Left': 3064, 'Top': 1179}","(-0.04, 16.0, -0.04, 16.0)",16.03121954,50.03998401,horizontal,"(3089.5, 1188.0)","(0, 0)",3064,1179,1
BIG,100,"[(3067, 1147), (3121, 1150), (3119, 1179), (3065, 1176)]","{'Width': 56, 'Height': 32, 'Left': 3065, 'Top': 1147}","(-0.056, 14.5, -0.056, 14.5)",29.06888371,54.08326913,horizontal,"(3093.0, 1163.0)","(0, 0)",3065,1147,1
AR,100,"[(3144, 1229), (3170, 1231), (3169, 1244), (3143, 1242)]","{'Width': 27, 'Height': 15, 'Left': 3143, 'Top': 1229}","(-0.077, 13.0, -0.077, 13.0)",13.03840481,26.07680962,horizontal,"(3156.5, 1236.5)","(0, 0)",3143,1229,0
HARJO,100,"[(3204, 1021), (3193, 1124), (3164, 1121), (3174, 1018)]","{'Width': 40, 'Height': 106, 'Left': 3164, 'Top': 1018}","(9.364, -0.103, 10.3, -0.1)",29.65219317,103.5350058,vertical,"(3183.75, 1071.0)","(0, 0)",3164,1018,1
JOY,100,"[(3212, 941), (3206, 1004), (3176, 1001), (3182, 938)]","{'Width': 36, 'Height': 66, 'Left': 3176, 'Top': 938}","(10.5, -0.1, 10.5, -0.1)",30.14962686,63.28506933,vertical,"(3194.0, 971.0)","(0, 0)",3176,938,1
SUNRISE,100,"[(3239, 699), (3220, 892), (3189, 889), (3208, 696)]","{'Width': 50, 'Height': 196, 'Left': 3189, 'Top': 696}","(10.158, -0.097, 10.158, -0.097)",31.144823,193.9329781,vertical,"(3214.0, 794.0)","(0, 0)",3189,696,1
AMERICAN,100,"[(3264, 443), (3241, 677), (3211, 674), (3233, 440)]","{'Width': 53, 'Height': 237, 'Left': 3211, 'Top': 440}","(10.174, -0.1, 10.636, -0.097)",30.64722493,235.0797688,vertical,"(3237.25, 558.5)","(0, 0)",3211,440,1
AN,100,"[(3271, 367), (3265, 425), (3235, 422), (3240, 364)]","{'Width': 36, 'Height': 61, 'Left': 3235, 'Top': 364}","(9.667, -0.1, 11.6, -0.097)",30.64722493,58.26231863,vertical,"(3252.75, 394.5)","(0, 0)",3235,364,1
MUS,100,"[(3236, 1232), (3274, 1235), (3273, 1247), (3235, 1244)]","{'Width': 39, 'Height': 15, 'Left': 3235, 'Top': 1232}","(-0.079, 12.0, -0.079, 12.0)",12.04159458,38.11823711,horizontal,"(3254.5, 1239.5)","(0, 0)",3235,1232,0
808,100,"[(3242, 1209), (3277, 1212), (3276, 1224), (3241, 1221)]","{'Width': 36, 'Height': 15, 'Left': 3241, 'Top': 1209}","(-0.086, 12.0, -0.086, 12.0)",12.04159458,35.12833614,horizontal,"(3259.0, 1216.5)","(0, 0)",3241,1209,0
POE,100,"[(3334, 1248), (3370, 1252), (3368, 1266), (3333, 1262)]","{'Width': 37, 'Height': 18, 'Left': 3333, 'Top': 1248}","(-0.111, 7.0, -0.114, 14.0)",14.08890224,35.72468523,horizontal,"(3351.25, 1257.0)","(0, 0)",3333,1248,0
808.81,100,"[(3336, 1224), (3407, 1228), (3406, 1246), (3335, 1243)]","{'Width': 72, 'Height': 22, 'Left': 3335, 'Top': 1224}","(-0.056, 18.0, -0.042, 19.0)",18.52702698,71.0879694,horizontal,"(3371.0, 1235.25)","(0, 0)",3335,1224,0
Sal,100,"[(3360, 532), (3382, 532), (3382, 549), (3360, 549)]","{'Width': 22, 'Height': 17, 'Left': 3360, 'Top': 532}","(-0.0, 1000.0, 0.0, 1000.0)",17.0,22.0,horizontal,"(3371.0, 540.5)","(0, 0)",3360,532,0
The,100,"[(3372, 473), (3385, 472), (3386, 486), (3373, 487)]","{'Width': 14, 'Height': 15, 'Left': 3372, 'Top': 472}","(0.077, -14.0, 0.077, -14.0)",14.03566885,13.03840481,horizontal,"(3379.0, 479.5)","(0, 0)",3372,472,0
Mind,100,"[(3383, 473), (3401, 472), (3402, 485), (3384, 486)]","{'Width': 19, 'Height': 14, 'Left': 3383, 'Top': 472}","(0.056, -13.0, 0.056, -13.0)",13.03840481,18.02775638,horizontal,"(3392.5, 479.0)","(0, 0)",3383,472,0
com,100,"[(3383, 532), (3408, 532), (3408, 549), (3383, 549)]","{'Width': 25, 'Height': 17, 'Left': 3383, 'Top': 532}","(-0.0, 1000.0, 0.0, 1000.0)",17.0,25.0,horizontal,"(3395.5, 540.5)","(0, 0)",3383,532,0
His,100,"[(3401, 472), (3413, 471), (3414, 484), (3402, 485)]","{'Width': 13, 'Height': 14, 'Left': 3401, 'Top': 471}","(0.083, -13.0, 0.083, -13.0)",13.03840481,12.04159458,horizontal,"(3407.5, 478.0)","(0, 0)",3401,471,0
",",100,"[(3406, 532), (3414, 532), (3414, 549), (3406, 549)]","{'Width': 8, 'Height': 17, 'Left': 3406, 'Top': 532}","(-0.0, 1000.0, 0.0, 1000.0)",17.0,8.0,horizontal,"(3410.0, 540.5)","(0, 0)",3406,532,0
you,100,"[(3412, 532), (3427, 532), (3427, 550), (3412, 550)]","{'Width': 15, 'Height': 18, 'Left': 3412, 'Top': 532}","(-0.0, 1000.0, 0.0, 1000.0)",18.0,15.0,horizontal,"(3419.5, 541.0)","(0, 0)",3412,532,0
35,100,"[(3414, 471), (3430, 470), (3431, 483), (3415, 484)]","{'Width': 17, 'Height': 14, 'Left': 3414, 'Top': 470}","(0.062, -13.0, 0.062, -13.0)",13.03840481,16.03121954,horizontal,"(3422.5, 477.0)","(0, 0)",3414,470,0
POE,100,"[(3419, 1251), (3458, 1254), (3457, 1268), (3418, 1265)]","{'Width': 40, 'Height': 17, 'Left': 3418, 'Top': 1251}","(-0.077, 14.0, -0.077, 14.0)",14.03566885,39.11521443,horizontal,"(3438.0, 1259.5)","(0, 0)",3418,1251,0
808.819,100,"[(3421, 1228), (3502, 1232), (3501, 1251), (3420, 1247)]","{'Width': 82, 'Height': 23, 'Left': 3420, 'Top': 1228}","(-0.049, 19.0, -0.049, 19.0)",19.02629759,81.09870529,horizontal,"(3461.0, 1239.5)","(0, 0)",3420,1228,0
find,100,"[(3424, 533), (3441, 533), (3441, 550), (3424, 550)]","{'Width': 17, 'Height': 17, 'Left': 3424, 'Top': 533}","(-0.0, 1000.0, 0.0, 1000.0)",17.0,17.0,horizontal,"(3432.5, 541.5)","(0, 0)",3424,533,0
CLIFFS,100,"[(3429, 407), (3506, 399), (3509, 436), (3433, 444)]","{'Width': 80, 'Height': 45, 'Left': 3429, 'Top': 399}","(0.104, -12.333, 0.105, -9.25)",37.16850526,76.91718082,horizontal,"(3469.25, 421.5)","(0, 0)",3429,399,0
Full,100,"[(3436, 470), (3449, 469), (3450, 482), (3437, 483)]","{'Width': 14, 'Height': 14, 'Left': 3436, 'Top': 469}","(0.077, -13.0, 0.077, -13.0)",13.03840481,13.03840481,horizontal,"(3443.0, 476.0)","(0, 0)",3436,469,0
THE,100,"[(3439, 353), (3486, 347), (3490, 378), (3443, 385)]","{'Width': 51, 'Height': 38, 'Left': 3439, 'Top': 347}","(0.128, -7.75, 0.149, -8.0)",31.7530151,47.44992422,horizontal,"(3464.5, 365.75)","(0, 0)",3439,347,0
yourself,100,"[(3440, 533), (3471, 534), (3471, 551), (3440, 550)]","{'Width': 31, 'Height': 18, 'Left': 3440, 'Top': 533}","(-0.032, 1000.0, -0.032, 1000.0)",17.0,31.01612484,horizontal,"(3455.5, 542.0)","(0, 0)",3440,533,0
&&,100,"[(3449, 469), (3458, 469), (3459, 483), (3450, 483)]","{'Width': 10, 'Height': 14, 'Left': 3449, 'Top': 469}","(-0.0, -14.0, 0.0, -14.0)",14.03566885,9.0,horizontal,"(3454.0, 476.0)","(0, 0)",3449,469,0
telling,100,"[(3460, 469), (3487, 468), (3488, 481), (3461, 482)]","{'Width': 28, 'Height': 14, 'Left': 3460, 'Top': 468}","(0.037, -13.0, 0.037, -13.0)",13.03840481,27.01851217,horizontal,"(3474.0, 475.0)","(0, 0)",3460,468,0
caning,100,"[(3467, 533), (3505, 534), (3505, 552), (3467, 551)]","{'Width': 38, 'Height': 19, 'Left': 3467, 'Top': 533}","(-0.026, 1000.0, -0.026, 1000.0)",18.0,38.01315562,horizontal,"(3486.0, 542.5)","(0, 0)",3467,533,0
MINPK,100,"[(3485, 346), (3565, 335), (3570, 367), (3489, 378)]","{'Width': 85, 'Height': 43, 'Left': 3485, 'Top': 335}","(0.138, -6.4, 0.136, -8.0)",32.31865024,81.2481051,horizontal,"(3527.25, 356.5)","(0, 0)",3485,335,0
per,100,"[(3485, 468), (3505, 467), (3506, 480), (3486, 481)]","{'Width': 21, 'Height': 14, 'Left': 3485, 'Top': 467}","(0.05, -13.0, 0.05, -13.0)",13.03840481,20.02498439,horizontal,"(3495.5, 474.0)","(0, 0)",3485,467,0
FRAISE,100,"[(3493, 300), (3536, 296), (3538, 317), (3495, 321)]","{'Width': 45, 'Height': 25, 'Left': 3493, 'Top': 296}","(0.093, -10.5, 0.093, -10.5)",21.09502311,43.18564576,horizontal,"(3515.5, 308.5)","(0, 0)",3493,296,0
REE,100,"[(3503, 1232), (3543, 1234), (3542, 1253), (3502, 1251)]","{'Width': 41, 'Height': 21, 'Left': 3502, 'Top': 1232}","(-0.05, 19.0, -0.05, 19.0)",19.02629759,40.04996879,horizontal,"(3522.5, 1242.5)","(0, 0)",3502,1232,0
mapped,100,"[(3506, 534), (3535, 534), (3535, 551), (3506, 551)]","{'Width': 29, 'Height': 17, 'Left': 3506, 'Top': 534}","(-0.0, 1000.0, 0.0, 1000.0)",17.0,29.0,horizontal,"(3520.5, 542.5)","(0, 0)",3506,534,0
808.819,100,"[(3508, 1212), (3590, 1219), (3588, 1237), (3506, 1230)]","{'Width': 84, 'Height': 25, 'Left': 3506, 'Top': 1212}","(-0.085, 9.0, -0.085, 9.0)",18.11077028,82.29823813,horizontal,"(3548.0, 1224.5)","(0, 0)",3506,1212,0
OF,100,"[(3509, 400), (3547, 396), (3550, 432), (3513, 436)]","{'Width': 41, 'Height': 40, 'Left': 3509, 'Top': 396}","(0.105, -12.0, 0.108, -9.0)",36.17316214,37.71276724,horizontal,"(3529.75, 416.0)","(0, 0)",3509,396,0
and,100,"[(3535, 534), (3548, 534), (3548, 552), (3535, 552)]","{'Width': 13, 'Height': 18, 'Left': 3535, 'Top': 534}","(-0.0, 1000.0, 0.0, 1000.0)",18.0,13.0,horizontal,"(3541.5, 543.0)","(0, 0)",3535,534,0
37131,100,"[(3543, 320), (3577, 315), (3579, 334), (3546, 339)]","{'Width': 36, 'Height': 24, 'Left': 3543, 'Top': 315}","(0.147, -9.5, 0.152, -6.333)",19.17017862,33.87115955,horizontal,"(3561.25, 327.0)","(0, 0)",3543,315,0
FALL,100,"[(3549, 395), (3609, 389), (3612, 426), (3553, 432)]","{'Width': 63, 'Height': 43, 'Left': 3549, 'Top': 389}","(0.1, -12.333, 0.102, -9.25)",37.16850526,59.80177687,horizontal,"(3580.75, 410.5)","(0, 0)",3549,389,0
guided,100,"[(3550, 535), (3572, 535), (3572, 552), (3550, 552)]","{'Width': 22, 'Height': 17, 'Left': 3550, 'Top': 535}","(-0.0, 1000.0, 0.0, 1000.0)",17.0,22.0,horizontal,"(3561.0, 543.5)","(0, 0)",3550,535,0
*****,100,"[(3601, 933), (3574, 1149), (3552, 1147), (3579, 930)]","{'Width': 49, 'Height': 219, 'Left': 3552, 'Top': 930}","(8.0, -0.091, 8.037, -0.136)",22.14716267,218.1771157,vertical,"(3576.5, 1039.75)","(0, 0)",3552,930,0
Parkdale,100,"[(3568, 335), (3639, 325), (3644, 357), (3572, 367)]","{'Width': 76, 'Height': 42, 'Left': 3568, 'Top': 325}","(0.141, -6.4, 0.139, -8.0)",32.31865024,72.19594723,horizontal,"(3605.75, 346.0)","(0, 0)",3568,325,0
119,100,"[(3580, 315), (3602, 312), (3604, 331), (3583, 334)]","{'Width': 24, 'Height': 22, 'Left': 3580, 'Top': 312}","(0.136, -9.5, 0.143, -6.333)",19.17017862,21.70840337,horizontal,"(3592.25, 323.0)","(0, 0)",3580,312,0
148,100,"[(3602, 312), (3627, 309), (3629, 327), (3605, 331)]","{'Width': 27, 'Height': 22, 'Left': 3602, 'Top': 309}","(0.12, -9.0, 0.167, -6.333)",18.67307717,24.75520337,horizontal,"(3615.75, 319.75)","(0, 0)",3602,309,0
***,100,"[(3642, 600), (3629, 710), (3609, 708), (3622, 598)]","{'Width': 33, 'Height': 112, 'Left': 3609, 'Top': 598}","(8.462, -0.1, 8.462, -0.1)",20.09975124,110.7655181,vertical,"(3625.5, 654.0)","(0, 0)",3609,598,0
with,100,"[(3610, 536), (3629, 536), (3629, 553), (3610, 553)]","{'Width': 19, 'Height': 17, 'Left': 3610, 'Top': 536}","(-0.0, 1000.0, 0.0, 1000.0)",17.0,19.0,horizontal,"(3619.5, 544.5)","(0, 0)",3610,536,0
MIN,100,"[(3613, 1222), (3654, 1226), (3652, 1243), (3612, 1239)]","{'Width': 42, 'Height': 21, 'Left': 3612, 'Top': 1222}","(-0.098, 8.5, -0.1, 17.0)",17.07331457,40.69708117,horizontal,"(3632.75, 1232.5)","(0, 0)",3612,1222,0
808.819,100,"[(3618, 1199), (3700, 1206), (3698, 1221), (3617, 1214)]","{'Width': 83, 'Height': 22, 'Left': 3617, 'Top': 1199}","(-0.085, 7.5, -0.086, 15.0)",15.08302116,81.80007232,horizontal,"(3658.25, 1210.0)","(0, 0)",3617,1199,0
203,100,"[(3624, 309), (3650, 306), (3652, 324), (3627, 328)]","{'Width': 28, 'Height': 22, 'Left': 3624, 'Top': 306}","(0.115, -9.0, 0.16, -6.333)",18.67307717,25.74524123,horizontal,"(3638.25, 316.75)","(0, 0)",3624,306,0
things,100,"[(3628, 536), (3653, 536), (3653, 553), (3628, 553)]","{'Width': 25, 'Height': 17, 'Left': 3628, 'Top': 536}","(-0.0, 1000.0, 0.0, 1000.0)",17.0,25.0,horizontal,"(3640.5, 544.5)","(0, 0)",3628,536,0
PINSKY,100,"[(3694, 1034), (3677, 1163), (3646, 1159), (3662, 1030)]","{'Width': 48, 'Height': 133, 'Left': 3646, 'Top': 1030}","(7.588, -0.129, 8.062, -0.125)",31.7530151,130.0518972,vertical,"(3669.75, 1096.5)","(0, 0)",3646,1030,1
t,100,"[(3652, 537), (3658, 537), (3658, 554), (3652, 554)]","{'Width': 6, 'Height': 17, 'Left': 3652, 'Top': 537}","(-0.0, 1000.0, 0.0, 1000.0)",17.0,6.0,horizontal,"(3655.0, 545.5)","(0, 0)",3652,537,0
ROBERT,100,"[(3714, 880), (3696, 1019), (3664, 1015), (3682, 876)]","{'Width': 50, 'Height': 143, 'Left': 3664, 'Top': 876}","(7.722, -0.125, 7.722, -0.125)",32.24903099,140.1606221,vertical,"(3689.0, 947.5)","(0, 0)",3664,876,1
EXTREMES,100,"[(3680, 763), (3761, 770), (3759, 786), (3679, 779)]","{'Width': 82, 'Height': 23, 'Left': 3679, 'Top': 763}","(-0.086, 8.0, -0.087, 16.0)",16.07786752,80.80378627,horizontal,"(3719.75, 774.5)","(0, 0)",3679,763,1
FEELING,100,"[(3682, 822), (3747, 832), (3744, 850), (3679, 840)]","{'Width': 68, 'Height': 28, 'Left': 3679, 'Top': 822}","(-0.154, 6.0, -0.154, 6.0)",18.24828759,65.76473219,horizontal,"(3713.0, 836.0)","(0, 0)",3679,822,1
FALL,100,"[(3750, 552), (3736, 663), (3694, 658), (3707, 547)]","{'Width': 56, 'Height': 116, 'Left': 3694, 'Top': 547}","(7.929, -0.119, 8.538, -0.116)",42.7931468,111.819034,vertical,"(3721.75, 605.0)","(0, 0)",3694,547,1
AT,100,"[(3697, 735), (3725, 737), (3724, 753), (3696, 751)]","{'Width': 29, 'Height': 18, 'Left': 3696, 'Top': 735}","(-0.071, 16.0, -0.071, 16.0)",16.03121954,28.0713377,horizontal,"(3710.5, 744.0)","(0, 0)",3696,735,1
BY,100,"[(3713, 1053), (3710, 1076), (3697, 1074), (3700, 1051)]","{'Width': 16, 'Height': 25, 'Left': 3697, 'Top': 1051}","(7.667, -0.154, 7.667, -0.154)",13.15294644,23.19482701,vertical,"(3705.0, 1063.5)","(0, 0)",3697,1051,1
EDITED,100,"[(3724, 969), (3715, 1041), (3701, 1040), (3710, 967)]","{'Width': 23, 'Height': 74, 'Left': 3701, 'Top': 967}","(8.0, -0.071, 8.111, -0.143)",14.08890224,73.05651096,vertical,"(3712.5, 1004.25)","(0, 0)",3701,967,1
OF,100,"[(3760, 472), (3753, 534), (3710, 528), (3717, 467)]","{'Width': 50, 'Height': 67, 'Left': 3710, 'Top': 467}","(8.857, -0.14, 8.714, -0.116)",43.35315417,61.89711785,vertical,"(3735.0, 500.25)","(0, 0)",3710,467,1
OF,100,"[(3711, 800), (3736, 802), (3735, 814), (3710, 812)]","{'Width': 26, 'Height': 14, 'Left': 3710, 'Top': 800}","(-0.08, 12.0, -0.08, 12.0)",12.04159458,25.07987241,horizontal,"(3723.0, 807.0)","(0, 0)",3710,800,1
CLIFFS,100,"[(3780, 299), (3761, 452), (3720, 447), (3738, 294)]","{'Width': 60, 'Height': 158, 'Left': 3720, 'Top': 294}","(8.053, -0.122, 8.5, -0.119)",41.80016241,154.115205,vertical,"(3749.75, 373.0)","(0, 0)",3720,294,1
BOO,100,"[(3727, 1262), (3762, 1265), (3761, 1277), (3726, 1274)]","{'Width': 36, 'Height': 15, 'Left': 3726, 'Top': 1262}","(-0.086, 12.0, -0.086, 12.0)",12.04159458,35.12833614,horizontal,"(3744.0, 1269.5)","(0, 0)",3726,1262,0
THE,100,"[(3730, 737), (3757, 739), (3756, 755), (3729, 753)]","{'Width': 28, 'Height': 18, 'Left': 3729, 'Top': 737}","(-0.074, 16.0, -0.074, 16.0)",16.03121954,27.07397274,horizontal,"(3743.0, 746.0)","(0, 0)",3729,737,1
808.8N,100,"[(3730, 1237), (3802, 1239), (3802, 1257), (3730, 1255)]","{'Width': 72, 'Height': 20, 'Left': 3730, 'Top': 1237}","(-0.028, 1000.0, -0.028, 1000.0)",18.0,72.02777242,horizontal,"(3766.0, 1247.0)","(0, 0)",3730,1237,0
HAS,100,"[(3786, 569), (3775, 655), (3749, 652), (3760, 566)]","{'Width': 37, 'Height': 89, 'Left': 3749, 'Top': 566}","(7.818, -0.115, 7.818, -0.115)",26.17250466,86.70063437,vertical,"(3767.5, 610.5)","(0, 0)",3749,566,1
PINSK,100,"[(3778, 1169), (3769, 1227), (3752, 1225), (3761, 1166)]","{'Width': 26, 'Height': 61, 'Left': 3752, 'Top': 1166}","(6.444, -0.118, 6.556, -0.176)",17.18995964,59.1883078,vertical,"(3765.0, 1196.75)","(0, 0)",3752,1166,1
ROBERT,100,"[(3791, 1083), (3780, 1154), (3763, 1152), (3774, 1080)]","{'Width': 28, 'Height': 74, 'Left': 3763, 'Top': 1080}","(6.455, -0.118, 6.545, -0.176)",17.18995964,72.34124536,vertical,"(3777.0, 1117.25)","(0, 0)",3763,1080,1
MIND,100,"[(3806, 418), (3789, 545), (3764, 542), (3780, 415)]","{'Width': 42, 'Height': 130, 'Left': 3764, 'Top': 415}","(7.471, -0.12, 7.938, -0.115)",25.67593064,128.0683249,vertical,"(3784.75, 480.0)","(0, 0)",3764,415,1
BY,100,"[(3797, 1046), (3793, 1070), (3777, 1067), (3780, 1043)]","{'Width': 20, 'Height': 27, 'Left': 3777, 'Top': 1043}","(6.0, -0.188, 8.0, -0.176)",16.77074855,24.25891168,vertical,"(3786.75, 1056.5)","(0, 0)",3777,1043,1
THE,100,"[(3820, 312), (3809, 397), (3782, 394), (3793, 309)]","{'Width': 38, 'Height': 88, 'Left': 3782, 'Top': 309}","(7.727, -0.111, 7.727, -0.111)",27.16615541,85.70880935,vertical,"(3801.0, 353.0)","(0, 0)",3782,309,1
EDITED,100,"[(3810, 960), (3799, 1034), (3782, 1032), (3793, 957)]","{'Width': 28, 'Height': 77, 'Left': 3782, 'Top': 957}","(6.727, -0.118, 6.818, -0.176)",17.18995964,75.30773755,vertical,"(3796.0, 995.75)","(0, 0)",3782,957,1
TIMES,100,"[(3838, 773), (3828, 839), (3809, 836), (3819, 770)]","{'Width': 29, 'Height': 69, 'Left': 3809, 'Top': 770}","(6.6, -0.158, 6.6, -0.158)",19.23538406,66.75327707,vertical,"(3823.5, 804.5)","(0, 0)",3809,770,1
819,100,"[(3818, 1218), (3845, 1218), (3845, 1230), (3818, 1230)]","{'Width': 27, 'Height': 12, 'Left': 3818, 'Top': 1218}","(-0.0, 1000.0, 0.0, 1000.0)",12.0,27.0,horizontal,"(3831.5, 1224.0)","(0, 0)",3818,1218,0
HARD,100,"[(3848, 707), (3840, 757), (3822, 755), (3829, 704)]","{'Width': 26, 'Height': 53, 'Left': 3822, 'Top': 704}","(6.25, -0.111, 7.286, -0.158)",18.67307717,51.05705315,vertical,"(3834.75, 730.75)","(0, 0)",3822,704,1
FOR,100,"[(3856, 655), (3850, 694), (3831, 691), (3837, 652)]","{'Width': 25, 'Height': 42, 'Left': 3831, 'Top': 652}","(6.5, -0.158, 6.5, -0.158)",19.23538406,39.45883931,vertical,"(3843.5, 673.0)","(0, 0)",3831,652,1
POETRY,100,"[(3870, 560), (3858, 639), (3839, 636), (3851, 557)]","{'Width': 31, 'Height': 82, 'Left': 3839, 'Top': 557}","(6.583, -0.158, 6.583, -0.158)",19.23538406,79.906195,vertical,"(3854.5, 598.0)","(0, 0)",3839,557,1
OF,100,"[(3877, 517), (3873, 544), (3853, 541), (3857, 514)]","{'Width': 24, 'Height': 30, 'Left': 3853, 'Top': 514}","(6.75, -0.15, 6.75, -0.15)",20.22374842,27.29468813,vertical,"(3865.0, 529.0)","(0, 0)",3853,514,1
BOOK,100,"[(3887, 451), (3879, 504), (3860, 502), (3868, 448)]","{'Width': 27, 'Height': 56, 'Left': 3860, 'Top': 448}","(6.625, -0.105, 6.75, -0.158)",19.17017862,54.09487469,vertical,"(3873.5, 476.25)","(0, 0)",3860,448,1
THE,100,"[(3896, 395), (3890, 436), (3870, 433), (3876, 392)]","{'Width': 26, 'Height': 44, 'Left': 3870, 'Top': 392}","(6.833, -0.15, 6.833, -0.15)",20.22374842,41.43669871,vertical,"(3883.0, 414.0)","(0, 0)",3870,392,1
Son,100,"[(3962, 228), (4030, 228), (4030, 294), (3962, 294)]","{'Width': 68, 'Height': 66, 'Left': 3962, 'Top': 228}","(-0.0, 1000.0, 0.0, 1000.0)",66.0,68.0,horizontal,"(3996.0, 261.0)","(0, 0)",3962,228,0
